	ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount	RoleType	RoleName
72	45367	C46H62N4O11	847.0	5.6	846.44150881	846.44150881	209.0	1880.0	0.0	5.0	14.0	5.0	61.0	0.0	9.0	9.0	0.0	3.0	biological role	antitubercular agent
73	9342	C23H20N2O3S	404.5	2.3	404.11946368	404.11946368	76.9	571.0	0.0	0.0	4.0	6.0	29.0	0.0	1.0	0.0	1.0	0.0	application	uricosuric drug
74	34565	C20H12	252.3	6.4	252.093900383	252.093900383	0.0	372.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	biological role	mutagen
75	35860	C15H12	192.25	5.1	192.093900383	192.093900383	0.0	220.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	biological role	mutagen
76	29146	C7H5N5	159.15	1.0	159.05449518	159.05449518	58.9	185.0	0.0	1.0	3.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	biological role	mutagen
77	29147	C6H5N3O	135.12	-0.1	135.043261791	135.043261791	46.9	189.0	0.0	1.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	biological role	mutagen
78	35854	C13H20N6O4	324.34	-0.9	324.15460314	324.15460314	147.0	483.0	0.0	3.0	7.0	8.0	23.0	0.0	1.0	1.0	0.0	0.0	biological role	antiviral drug
79	36049	C6H7AsNNaO3	239.04		238.953957	238.953957	86.4	182.0	0.0	2.0	4.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	biological role	antisyphilitic drug
80	9016	C12H14As2Cl2N2O2	439.0		437.88642	437.88642	92.5	276.0	0.0	6.0	4.0	2.0	20.0	0.0	0.0	0.0	0.0	0.0	biological role	antisyphilitic drug
81	34643	C25H34O7	446.5	4.3	446.23045342	446.23045342	96.0	788.0	0.0	0.0	7.0	16.0	32.0	0.0	2.0	2.0	0.0	3.0	application	antineoplastic agent
82	36143	C11H18N2O4Pt	437.36		437.091451	437.091451	118.0	207.0	0.0	2.0	6.0	1.0	18.0	0.0	1.0	1.0	0.0	0.0	application	antineoplastic agent
83	36412	C18H28O2	276.4	3.3	276.208930132	276.208930132	37.3	418.0	0.0	1.0	2.0	0.0	20.0	0.0	7.0	7.0	0.0	0.0	biological role	metabolite
84	19144	C12H20O3	212.28	3.0	212.1412445	212.1412445	54.4	197.0	0.0	1.0	3.0	10.0	15.0	0.0	0.0	0.0	0.0	1.0	biological role	plant hormone
85	31526	C18H20ClNOS	333.9		333.0954131	333.0954131	49.5	312.0	0.0	2.0	3.0	6.0	22.0	0.0	1.0	1.0	0.0	0.0	application	antidepressant
86	36813	C14H21ClN2O2	284.78	2.4	284.1291556	284.1291556	56.8	254.0	0.0	1.0	4.0	9.0	19.0	0.0	0.0	0.0	0.0	1.0	application	antidepressant
87	41250	C8H19NO5	209.24	-3.3	209.12632271	209.12632271	104.0	125.0	0.0	5.0	6.0	8.0	14.0	0.0	0.0	0.0	0.0	0.0	chemical role	buffer
88	9754	C4H11NO3	121.14	-2.9	121.07389321	121.07389321	86.7	54.0	0.0	4.0	4.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	chemical role	buffer
89	46097	C4H12NO3+	122.14	-2.9	122.08171824	122.08171824	88.3	54.0	1.0	4.0	3.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	chemical role	buffer
90	40947	C11H26N2O6	282.33	-4.6	282.17908655	282.17908655	145.0	183.0	0.0	8.0	8.0	12.0	19.0	0.0	0.0	0.0	0.0	0.0	chemical role	buffer
91	47	C22H26O8	418.4	2.2	418.16276778	418.16276778	95.8	485.0	0.0	2.0	8.0	6.0	30.0	0.0	4.0	4.0	0.0	0.0	application	antineoplastic agent
92	43034	C16H17N3O7	363.32	-3.0	363.10664989	363.10664989	159.0	796.0	0.0	6.0	8.0	5.0	26.0	0.0	3.0	3.0	0.0	0.0	biological role	prosthetic group
93	37647	C13H8O2	196.2	3.4	196.052429494	196.052429494	26.3	237.0	0.0	0.0	2.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	application	insecticide
94	37824	C7H8ClN	141.6	2.9	141.034527	141.034527	26.0	94.0	0.0	1.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	application	avicide
95	8984	C12H25NaO4S	288.38		288.13712473	288.13712473	74.8	249.0	0.0	0.0	4.0	12.0	18.0	0.0	0.0	0.0	0.0	0.0	application	detergent
96	20339	C10H8ClNO2	209.63	2.1	209.0243562	209.0243562	53.1	234.0	0.0	2.0	2.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	biological role	auxin
97	2311	C26H21N3O3	423.5	5.5	423.15829154	423.15829154	90.9	585.0	0.0	3.0	5.0	5.0	32.0	0.0	0.0	0.0	0.0	0.0	biological role	luciferin
98	41200	C16H30O	238.41	5.9	238.229665576	238.229665576	20.2	182.0	0.0	1.0	1.0	12.0	17.0	0.0	0.0	0.0	0.0	2.0	biological role	pheromone
99	40933	C19H30O	274.4	5.3	274.229665576	274.229665576	20.2	428.0	0.0	1.0	1.0	0.0	20.0	0.0	7.0	7.0	0.0	0.0	biological role	pheromone
100	5862	C11H12N2O2	204.22	0.7	204.08987763	204.08987763	42.8	267.0	0.0	1.0	3.0	1.0	15.0	0.0	1.0	0.0	1.0	0.0	biological role	alpha-adrenergic antagonist
101	31889	C19H21FN2O4	360.4	2.9	360.14853532	360.14853532	81.1	631.0	0.0	2.0	7.0	2.0	26.0	0.0	1.0	0.0	1.0	0.0	biological role	antibacterial drug
102	2401	C23H29N3O2S	411.6	2.6	411.19804835	411.19804835	72.3	540.0	0.0	1.0	6.0	7.0	29.0	0.0	0.0	0.0	0.0	0.0	application	phenothiazine antipsychotic drug
103	2402	C31H37N3O10S	643.7		643.21996556	643.21996556	222.0	659.0	0.0	5.0	14.0	11.0	45.0	0.0	0.0	0.0	0.0	2.0	application	phenothiazine antipsychotic drug
104	31279	C20H32N6O4S	452.6		452.2205747	452.2205747	156.0	241.0	0.0	6.0	6.0	8.0	31.0	0.0	0.0	0.0	0.0	0.0	application	antihypertensive agent
105	6762	C17H23N3O	285.4	3.3	285.184112366	285.184112366	28.6	277.0	0.0	0.0	4.0	7.0	21.0	0.0	0.0	0.0	0.0	0.0	biological role	H1-receptor antagonist
106	44932	C19H22N2OS	326.5	4.2	326.1452845	326.1452845	48.8	414.0	0.0	0.0	4.0	5.0	23.0	0.0	0.0	0.0	0.0	0.0	application	phenothiazine antipsychotic drug
107	37999	C7H6OS2	170.3	2.2	169.98600716	169.98600716	53.3	136.0	0.0	2.0	3.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	application	non-steroidal anti-inflammatory drug
108	6824	C6H12N4	140.19	0.3	140.1061964	140.1061964	13.0	84.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	biological role	antibacterial drug
109	3159	C17H26O5	310.4	1.7	310.17802393	310.17802393	80.7	499.0	0.0	1.0	5.0	4.0	22.0	0.0	6.0	6.0	0.0	0.0	biological role	mycotoxin
110	38150	C30H21N3O15-6	663.5	4.5	663.09726697	663.09726697	305.0	1060.0	-6.0	3.0	15.0	6.0	48.0	0.0	3.0	3.0	0.0	0.0	biological role	siderophore
111	38154	C12H22N2O8	322.31	-6.6	322.13761566	322.13761566	176.0	376.0	0.0	7.0	10.0	13.0	22.0	0.0	3.0	3.0	0.0	0.0	chemical role	phytosiderophore
112	32295	C43H57N5O11S	852.0		851.37752882	851.37752882	248.0	1650.0	0.0	7.0	14.0	7.0	60.0	0.0	9.0	9.0	0.0	0.0	application	antineoplastic agent
113	47147	C21H19Cl3N2O4S	501.8	5.2	500.013111	500.013111	91.9	878.0	0.0	1.0	5.0	5.0	31.0	0.0	0.0	0.0	0.0	0.0	biological role	EC 1.13.11.27 (4-hydroxyphenylpyruvate dioxygenase) inhibitor
114	122	C18H16O7	344.3	2.1	344.08960285	344.08960285	121.0	734.0	0.0	3.0	7.0	2.0	25.0	0.0	1.0	1.0	0.0	0.0	biological role	EC 1.13.11.27 (4-hydroxyphenylpyruvate dioxygenase) inhibitor
115	38322	C11H19N2O+	195.28	-0.1	195.149738234	195.149738234	20.3	277.0	1.0	0.0	1.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	biological role	muscarinic agonist
116	28312	C34H54Cl2N10O14	897.8		896.3198018	896.3198018	455.0	819.0	0.0	18.0	16.0	23.0	60.0	0.0	8.0	8.0	0.0	2.0	biological role	antibacterial agent
117	34629	C10H13ClN2	196.67	2.9	196.0767261	196.0767261	15.6	180.0	0.0	0.0	1.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	application	antifeedant
118	27139														0.0			0.0	application	antifeedant
119	17514	CN-	26.017	0.1	26.003074004	26.003074004	23.8	10.0	-1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	biological role	EC 1.9.3.1 (cytochrome c oxidase) inhibitor
120	38495	AlP	57.9553		57.9553004	57.9553004	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	biological role	EC 1.9.3.1 (cytochrome c oxidase) inhibitor
121	38576	C13H22N4O3S	314.41	2.7	314.14126175	314.14126175	103.0	384.0	0.0	0.0	6.0	6.0	21.0	0.0	0.0	0.0	0.0	0.0	biological role	EC 3.1.1.7 (acetylcholinesterase) inhibitor
122	31618	C16H12ClFN2O	302.73	2.8	302.0622189	302.0622189	32.7	442.0	0.0	0.0	3.0	1.0	21.0	0.0	0.0	0.0	0.0	0.0	application	anxiolytic drug
123	38591	C20H21F3N2O5	426.4	4.1	426.14025626	426.14025626	79.8	585.0	0.0	0.0	10.0	9.0	30.0	0.0	0.0	0.0	0.0	1.0	biological role	mitochondrial cytochrome-bc1 complex inhibitor
124	5011	C24H27N3O4	421.5	4.9	421.20015635	421.20015635	74.9	592.0	0.0	0.0	6.0	9.0	31.0	0.0	0.0	0.0	0.0	1.0	biological role	mitochondrial NADH:ubiquinone reductase inhibitor
125	38622	C7H5NO	119.12	1.6	119.037113783	119.037113783	44.0	127.0	0.0	1.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	biological role	EC 1.4.3.4 (monoamine oxidase) inhibitor
126	38626	C19H25ClN2OS	364.9	5.2	364.1376123	364.1376123	58.0	535.0	0.0	0.0	3.0	5.0	24.0	0.0	0.0	0.0	0.0	0.0	biological role	mitochondrial NADH:ubiquinone reductase inhibitor
127	9422	C18H24ClN3O	333.9	4.5	333.1607901	333.1607901	46.9	402.0	0.0	1.0	2.0	5.0	23.0	0.0	0.0	0.0	0.0	0.0	biological role	mitochondrial NADH:ubiquinone reductase inhibitor
128	38604	C20H28ClN3O2	377.9	4.9	377.1870048	377.1870048	56.3	388.0	0.0	1.0	5.0	10.0	26.0	0.0	0.0	0.0	0.0	0.0	biological role	mitochondrial NADH:ubiquinone reductase inhibitor
129	38630	C22H17ClF3N3O7	527.8	4.8	527.0707121	527.0707121	107.0	912.0	0.0	0.0	11.0	5.0	36.0	0.0	1.0	1.0	0.0	0.0	biological role	voltage-gated sodium channel blocker
130	15333	C10H13N5O	219.24	0.7	219.11201006	219.11201006	86.7	258.0	0.0	3.0	5.0	4.0	16.0	0.0	0.0	0.0	0.0	1.0	biological role	cytokinin
131	38640	C23H30O4	370.5	5.1	370.21440943	370.21440943	52.6	621.0	0.0	0.0	4.0	5.0	27.0	0.0	0.0	0.0	0.0	0.0	application	insecticide
132	38660	C17H20N2O3	300.35	4.2	300.1473925	300.1473925	59.6	343.0	0.0	2.0	4.0	6.0	22.0	0.0	0.0	0.0	0.0	0.0	application	acaricide
133	38699	C2H2FNaO2	100.02		99.99365175	99.99365175	40.1	46.0	0.0	0.0	3.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	application	rodenticide
134	32687	C19H30O5	338.4	3.7	338.20932405	338.20932405	46.2	312.0	0.0	0.0	5.0	13.0	24.0	0.0	0.0	0.0	0.0	0.0	application	pesticide synergist
135	38737	C12H27OPS3	314.5	3.2	314.096166	314.096166	93.0	179.0	0.0	0.0	4.0	12.0	17.0	0.0	0.0	0.0	0.0	0.0	application	defoliant
136	38798	C23H22F7IN2O4S	682.4	5.3	682.02332	682.02332	101.0	968.0	0.0	2.0	11.0	7.0	38.0	0.0	0.0	0.0	0.0	0.0	biological role	ryanodine receptor modulator
137	38840	C16H20F13N2O4P	582.29	4.0	582.0953102	582.0953102	51.2	777.0	0.0	0.0	19.0	10.0	36.0	0.0	0.0	0.0	0.0	0.0	chemical role	nonionic surfactant
138	38790	C27H38F17N2O4P	808.5	9.6	808.2297735	808.2297735	51.2	1110.0	0.0	0.0	23.0	21.0	51.0	0.0	0.0	0.0	0.0	0.0	chemical role	nonionic surfactant
139	38827	C25H38F13N2O4P	708.5	8.3	708.2361608	708.2361608	51.2	922.0	0.0	0.0	19.0	19.0	45.0	0.0	0.0	0.0	0.0	0.0	chemical role	nonionic surfactant
140	38841	C18H20F17N2O4P	682.3	5.3	682.0889229	682.0889229	51.2	960.0	0.0	0.0	23.0	12.0	42.0	0.0	0.0	0.0	0.0	0.0	chemical role	nonionic surfactant
141	4445	C3H2F6O	168.04	2.6	168.00098366	168.00098366	9.2	97.0	0.0	0.0	7.0	2.0	10.0	0.0	1.0	0.0	1.0	0.0	application	inhalation anaesthetic
142	5615	C2HBrClF3	197.38	2.3	195.89022	195.89022	0.0	60.0	0.0	0.0	3.0	0.0	7.0	0.0	1.0	0.0	1.0	0.0	application	inhalation anaesthetic
143	30365	C3H6	42.08	1.6	42.0469501914	42.0469501914	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	application	inhalation anaesthetic
144	8357	C17H27NO3	293.4	3.1	293.19909372	293.19909372	30.9	248.0	0.0	0.0	4.0	9.0	21.0	0.0	0.0	0.0	0.0	0.0	application	local anaesthetic
145	38904	CKNO	81.115		80.96169511	80.96169511	46.8	34.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	application	herbicide
146	38912	C25H23N5O2S	457.5	3.0	457.15724617	457.15724617	131.0	845.0	0.0	3.0	4.0	7.0	33.0	0.0	0.0	0.0	0.0	0.0	biological role	EC 2.7.11.13 (protein kinase C) inhibitor
147	38927	C24H23ClFN5O2	467.9	4.5	467.1524308	467.1524308	90.3	729.0	0.0	2.0	7.0	8.0	33.0	0.0	0.0	0.0	0.0	1.0	biological role	protein kinase inhibitor
148	49791	C21H16Cl2N4OS	443.3	5.4	442.0421877	442.0421877	83.4	626.0	0.0	1.0	5.0	4.0	29.0	0.0	0.0	0.0	0.0	0.0	biological role	tyrosine kinase inhibitor
